0,13.3109
1,9.75418
2,7.65584
3,6.08651
4,5.17515
5,4.52232
6,4.35144
7,3.82457
8,3.5077
9,3.14033
10,2.91644
11,2.60976
12,2.50441
13,2.44613
14,2.13531
15,1.85978
16,1.84132
17,1.84132
18,1.54412
19,1.47158
20,1.43277
21,1.29565
22,1.29565
23,1.29565
24,1.29565
25,1.29519
26,1.15859
27,1.15859
28,1.15859
29,1.15859
30,1.14152
31,1.06401
32,1.05961
33,1.05961
34,0.952106
35,0.941905
36,0.9232
37,0.9232
38,0.9232
39,0.9232
40,0.9232
41,0.9232
42,0.912039
43,0.83075
44,0.821425
45,0.821425
46,0.821425
47,0.821425
48,0.821425
49,0.821425
50,0.71565
51,0.699747
52,0.670426
53,0.670426
54,0.670426
55,0.670426
56,0.670426
57,0.670426
58,0.670426
59,0.670426
60,0.670426
61,0.559598
62,0.559598
63,0.559598
64,0.559598
65,0.51617
66,0.412098
67,0.412098
68,0.40439
69,0.40439
70,0.40439
71,0.40439
72,0.40439
73,0.40439
74,0.40439
75,0.40439
76,0.40439
77,0.40439
78,0.40439
79,0.40439
80,0.40439
81,0.40439
82,0.40439
83,0.351931
84,0.351931
85,0.351931
86,0.281783
87,0.281783
88,0.281783
89,0.281783
90,0.281783
91,0.281783
92,0.281783
93,0.281783
94,0.281783
95,0.281783
96,0.281783
97,0.281783
98,0.281783
99,0.281783
100,0.281783
